5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_1|1420092000000|1420264800000|[[1420092000000, 1420120800000], [1420135200000, 1420164000000], [1420178400000, 1420207200000], [1420221600000, 1420250400000], [1420264800000, 1420264800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_2|1420264800000|1420437600000|[[1420264800000, 1420293600000], [1420308000000, 1420336800000], [1420351200000, 1420380000000], [1420394400000, 1420423200000], [1420437600000, 1420437600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_3|1420437600000|1420610400000|[[1420437600000, 1420466400000], [1420480800000, 1420509600000], [1420524000000, 1420552800000], [1420567200000, 1420596000000], [1420610400000, 1420610400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_4|1420610400000|1420783200000|[[1420610400000, 1420639200000], [1420653600000, 1420682400000], [1420696800000, 1420725600000], [1420740000000, 1420768800000], [1420783200000, 1420783200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_5|1420783200000|1420956000000|[[1420783200000, 1420812000000], [1420826400000, 1420855200000], [1420869600000, 1420898400000], [1420912800000, 1420941600000], [1420956000000, 1420956000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_6|1420956000000|1421128800000|[[1420956000000, 1420984800000], [1420999200000, 1421028000000], [1421042400000, 1421071200000], [1421085600000, 1421114400000], [1421128800000, 1421128800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_7|1421128800000|1421301600000|[[1421128800000, 1421157600000], [1421172000000, 1421200800000], [1421215200000, 1421244000000], [1421258400000, 1421287200000], [1421301600000, 1421301600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_8|1421301600000|1421474400000|[[1421301600000, 1421330400000], [1421344800000, 1421373600000], [1421388000000, 1421416800000], [1421431200000, 1421460000000], [1421474400000, 1421474400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_9|1421474400000|1421647200000|[[1421474400000, 1421503200000], [1421517600000, 1421546400000], [1421560800000, 1421589600000], [1421604000000, 1421632800000], [1421647200000, 1421647200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_10|1421647200000|1421820000000|[[1421647200000, 1421676000000], [1421690400000, 1421719200000], [1421733600000, 1421762400000], [1421776800000, 1421805600000], [1421820000000, 1421820000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_11|1421820000000|1421992800000|[[1421820000000, 1421848800000], [1421863200000, 1421892000000], [1421906400000, 1421935200000], [1421949600000, 1421978400000], [1421992800000, 1421992800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_12|1421992800000|1422165600000|[[1421992800000, 1422021600000], [1422036000000, 1422064800000], [1422079200000, 1422108000000], [1422122400000, 1422151200000], [1422165600000, 1422165600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_13|1422165600000|1422338400000|[[1422165600000, 1422194400000], [1422208800000, 1422237600000], [1422252000000, 1422280800000], [1422295200000, 1422324000000], [1422338400000, 1422338400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_14|1422338400000|1422511200000|[[1422338400000, 1422367200000], [1422381600000, 1422410400000], [1422424800000, 1422453600000], [1422468000000, 1422496800000], [1422511200000, 1422511200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_15|1422511200000|1422684000000|[[1422511200000, 1422540000000], [1422554400000, 1422583200000], [1422597600000, 1422626400000], [1422640800000, 1422669600000], [1422684000000, 1422684000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_16|1422684000000|1422856800000|[[1422684000000, 1422712800000], [1422727200000, 1422756000000], [1422770400000, 1422799200000], [1422813600000, 1422842400000], [1422856800000, 1422856800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_48hrCoverage_17|1422856800000|1423029600000|[[1422856800000, 1422885600000], [1422900000000, 1422928800000], [1422943200000, 1422972000000], [1422986400000, 1423015200000], [1423029600000, 1423029600000]]
