5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_1|1420095600000|1420110000000|[[1420095600000, 1420110000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_2|1420110000000|1420124400000|[[1420110000000, 1420120800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_3|1420124400000|1420138800000|[[1420135200000, 1420138800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_4|1420138800000|1420153200000|[[1420138800000, 1420153200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_5|1420153200000|1420167600000|[[1420153200000, 1420164000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_6|1420167600000|1420182000000|[[1420178400000, 1420182000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_7|1420182000000|1420196400000|[[1420182000000, 1420196400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_8|1420196400000|1420210800000|[[1420196400000, 1420207200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_9|1420210800000|1420225200000|[[1420221600000, 1420225200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_10|1420225200000|1420239600000|[[1420225200000, 1420239600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_11|1420239600000|1420254000000|[[1420239600000, 1420250400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_12|1420254000000|1420268400000|[[1420264800000, 1420268400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_13|1420268400000|1420282800000|[[1420268400000, 1420282800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_14|1420282800000|1420297200000|[[1420282800000, 1420293600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_15|1420297200000|1420311600000|[[1420308000000, 1420311600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_16|1420311600000|1420326000000|[[1420311600000, 1420326000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_17|1420326000000|1420340400000|[[1420326000000, 1420336800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_18|1420340400000|1420354800000|[[1420351200000, 1420354800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_19|1420354800000|1420369200000|[[1420354800000, 1420369200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_20|1420369200000|1420383600000|[[1420369200000, 1420380000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_21|1420383600000|1420398000000|[[1420394400000, 1420398000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_22|1420398000000|1420412400000|[[1420398000000, 1420412400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_23|1420412400000|1420426800000|[[1420412400000, 1420423200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_24|1420426800000|1420441200000|[[1420437600000, 1420441200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_25|1420441200000|1420455600000|[[1420441200000, 1420455600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_26|1420455600000|1420470000000|[[1420455600000, 1420466400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_27|1420470000000|1420484400000|[[1420480800000, 1420484400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_28|1420484400000|1420498800000|[[1420484400000, 1420498800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_29|1420498800000|1420513200000|[[1420498800000, 1420509600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_30|1420513200000|1420527600000|[[1420524000000, 1420527600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_31|1420527600000|1420542000000|[[1420527600000, 1420542000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_32|1420542000000|1420556400000|[[1420542000000, 1420552800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_33|1420556400000|1420570800000|[[1420567200000, 1420570800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_34|1420570800000|1420585200000|[[1420570800000, 1420585200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_35|1420585200000|1420599600000|[[1420585200000, 1420596000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_36|1420599600000|1420614000000|[[1420610400000, 1420614000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_37|1420614000000|1420628400000|[[1420614000000, 1420628400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_38|1420628400000|1420642800000|[[1420628400000, 1420639200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_39|1420642800000|1420657200000|[[1420653600000, 1420657200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_40|1420657200000|1420671600000|[[1420657200000, 1420671600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_41|1420671600000|1420686000000|[[1420671600000, 1420682400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_42|1420686000000|1420700400000|[[1420696800000, 1420700400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1A_4hrCoverage_43|1420700400000|1420714800000|[[1420700400000, 1420714800000]]
