5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_1|1420092000000|1420135200000|[[1420092000000, 1420120800000], [1420135200000, 1420135200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_2|1420135200000|1420178400000|[[1420135200000, 1420164000000], [1420178400000, 1420178400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_3|1420178400000|1420221600000|[[1420178400000, 1420207200000], [1420221600000, 1420221600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_4|1420221600000|1420264800000|[[1420221600000, 1420250400000], [1420264800000, 1420264800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_5|1420264800000|1420308000000|[[1420264800000, 1420293600000], [1420308000000, 1420308000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_6|1420308000000|1420351200000|[[1420308000000, 1420336800000], [1420351200000, 1420351200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_7|1420351200000|1420394400000|[[1420351200000, 1420380000000], [1420394400000, 1420394400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_8|1420394400000|1420437600000|[[1420394400000, 1420423200000], [1420437600000, 1420437600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_9|1420437600000|1420480800000|[[1420437600000, 1420466400000], [1420480800000, 1420480800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_10|1420480800000|1420524000000|[[1420480800000, 1420509600000], [1420524000000, 1420524000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_11|1420524000000|1420567200000|[[1420524000000, 1420552800000], [1420567200000, 1420567200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_12|1420567200000|1420610400000|[[1420567200000, 1420596000000], [1420610400000, 1420610400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_13|1420610400000|1420653600000|[[1420610400000, 1420639200000], [1420653600000, 1420653600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_14|1420653600000|1420696800000|[[1420653600000, 1420682400000], [1420696800000, 1420696800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_15|1420696800000|1420740000000|[[1420696800000, 1420725600000], [1420740000000, 1420740000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_16|1420740000000|1420783200000|[[1420740000000, 1420768800000], [1420783200000, 1420783200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_17|1420783200000|1420826400000|[[1420783200000, 1420812000000], [1420826400000, 1420826400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_18|1420826400000|1420869600000|[[1420826400000, 1420855200000], [1420869600000, 1420869600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_19|1420869600000|1420912800000|[[1420869600000, 1420898400000], [1420912800000, 1420912800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_20|1420912800000|1420956000000|[[1420912800000, 1420941600000], [1420956000000, 1420956000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_21|1420956000000|1420999200000|[[1420956000000, 1420984800000], [1420999200000, 1420999200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_22|1420999200000|1421042400000|[[1420999200000, 1421028000000], [1421042400000, 1421042400000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_23|1421042400000|1421085600000|[[1421042400000, 1421071200000], [1421085600000, 1421085600000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_24|1421085600000|1421128800000|[[1421085600000, 1421114400000], [1421128800000, 1421128800000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_25|1421128800000|1421172000000|[[1421128800000, 1421157600000], [1421172000000, 1421172000000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_26|1421172000000|1421215200000|[[1421172000000, 1421200800000], [1421215200000, 1421215200000]]
5396C1EE-1C2B-11E5-A01B-A45E60C92DE7|TC1_12hrCoverage_27|1421215200000|1421258400000|[[1421215200000, 1421244000000], [1421258400000, 1421258400000]]
